call_id,customer_id,call_date,issue_category,call_transcript
5841362,209382,2024-05-27,Account Issue,Behavior language government ability but still every control establish radio day other bad.
6047535,230953,2024-02-15,General Inquiry,Late couple no have still pressure child.
2341356,932535,2024-04-25,Complaint,Information hear degree later play my set produce anything name. thinking of leaving
9526765,844172,2024-11-11,Payment Problem,Hotel ask discover article court mind. very unhappy
5053722,225879,2024-09-23,Account Issue,Dog third around memory bed produce science long international also all turn. cancel my account
9372519,927199,2024-07-17,General Inquiry,Child interesting ahead carry take return worker without coach or ahead all.
8829966,488165,2024-04-29,Payment Problem,Common edge treat realize their third if think key front consumer.
4110872,223467,2024-11-07,Payment Problem,Those mouth middle edge provide move table yet.
8126888,440235,2024-05-08,Account Issue,Community decision public country according almost.
8990426,390330,2024-07-11,Complaint,Win course while society record ball black detail lead fill skin.
7612258,893156,2024-09-25,General Inquiry,Despite newspaper hot population million forward head meet student open increase.
1334081,415810,2024-06-24,Complaint,Need beat experience clear professor begin adult hundred all.
4751925,510473,2024-03-21,Complaint,At treatment community month next water know card sort.
3633134,513172,2024-03-13,General Inquiry,Wonder less stand mean identify thought some professor all.
3496747,312260,2024-12-05,Account Issue,Practice now tell network plant minute notice summer another of network. very unhappy
9125729,770976,2024-05-09,Complaint,Always just seat property item PM if a wall white purpose. thinking of leaving
9558964,701539,2024-04-07,Complaint,Box up memory our money form hundred. very unhappy
3784583,286788,2024-05-21,Account Issue,Land successful military health voice financial current important.
9455650,815638,2024-08-07,Account Issue,Plant hospital not window research rest glass across. poor service
9372841,687513,2024-03-21,General Inquiry,Understand crime investment your point new design finish radio large.
5236387,504554,2025-01-28,General Inquiry,Require low end perform hot watch where establish staff mouth eye. thinking of leaving
7118823,915475,2025-01-02,Payment Problem,Change ago race crime beautiful skill serve.
8076766,804191,2024-10-28,Payment Problem,Service technology cold out build research process her.
8017268,606945,2024-03-23,General Inquiry,Provide Congress task present friend leg eight.
8107296,123676,2024-08-29,General Inquiry,Whose offer home dark area moment election require thought behavior.
8177095,872656,2024-09-08,Complaint,Fund doctor political skin threat over fight officer.
4228764,557791,2024-09-10,Account Issue,Listen director job affect level arm any stand success fast front.
7555036,617934,2025-01-20,Payment Problem,Debate manage total attack line voice pick feel could group.
6305021,439990,2024-11-01,Complaint,Paper see minute visit top act subject claim fire think.
7092397,214031,2024-02-14,Account Issue,Concern administration step chair perform task us message month any.
7712447,268122,2024-11-17,Payment Problem,Agreement pass information store form pull act food term. thinking of leaving
6269082,172529,2024-10-30,Complaint,Pull option rather inside still its structure.
1555096,565713,2024-04-21,Account Issue,Year employee some wish mother grow really include effect program relate organization lot.
8531191,733020,2024-02-28,General Inquiry,Various evening any give central you government.
1949066,558469,2024-12-26,Account Issue,Movie teach at democratic choose same girl. thinking of leaving
9374253,165734,2024-05-14,Account Issue,Near bag letter my industry now popular can box ready.
7599095,670658,2024-09-24,Complaint,No TV option sound night little wear of artist model.
6441601,562692,2024-02-20,Account Issue,More find unit guy entire where especially production law teacher alone.
8054475,332644,2024-08-15,General Inquiry,Plant election must leave training food man fact school. thinking of leaving
4730346,154839,2024-12-03,Payment Problem,Game entire market thought house meet among some stay moment performance easy.
8840022,314348,2024-05-31,Complaint,Discover bring yes sea product or image dream enjoy whether news themselves TV.
2597162,133429,2025-01-07,Account Issue,Throw tree skin probably six personal claim benefit threat. cancel my account
5268427,692320,2024-11-25,General Inquiry,Enter ahead prevent store not Mrs hear generation quickly we part fire.
1163886,402893,2024-07-23,Complaint,You west game body too business happy shoulder trip write pull. poor service
5908578,299714,2024-07-19,General Inquiry,We identify speak keep weight since them treat play meeting almost let.
9325183,213563,2024-07-22,Payment Problem,Field generation level believe not check suffer shake rate soldier sport clearly. cancel my account
9517346,854703,2024-11-28,Complaint,Walk run so day include gas writer huge have decide off stock.
8066448,343715,2024-06-27,Complaint,Include church always Mrs from church voice arrive himself none.
8097325,773412,2024-04-06,Payment Problem,Since science each indicate answer son none.
6793002,515071,2024-11-17,General Inquiry,Benefit bring nearly fact agent at officer.
7571926,933975,2024-12-03,Payment Problem,Little day us trial six table body author finally.
4301856,253938,2024-10-17,Payment Problem,Skill dark data single when try base message democratic. very unhappy
7980655,661555,2024-09-22,Payment Problem,From on security article magazine quickly indeed ever street. thinking of leaving
3183935,565582,2024-02-01,Payment Problem,Whatever member interview hope value special character consumer college design style. cancel my account
8358798,621115,2024-07-29,General Inquiry,Station far food much ball yard collection voice five woman.
4413483,770264,2024-07-22,Account Issue,Visit green recently nor rock each business. cancel my account
6823976,715241,2024-07-02,Account Issue,Pressure democratic exist environment value better anyone.
3252713,213599,2024-02-11,Complaint,Trial focus matter house key television them no thing magazine reality. cancel my account
8393946,839719,2024-07-27,Account Issue,Customer food institution baby radio subject business stuff.
7060347,864384,2024-08-31,Payment Problem,Floor knowledge fight sister draw song middle although school economic indicate officer.
6813477,839145,2025-01-05,General Inquiry,See material even agent management executive amount. poor service
6027243,599776,2024-04-23,General Inquiry,Design official life up school too responsibility south more. poor service
4834449,789444,2024-05-01,Payment Problem,Throughout up bit arm must foot tend.
6794755,852986,2024-07-15,Payment Problem,Door road series particular method student kitchen Republican leader here man test new.
6620798,181613,2024-04-05,Payment Problem,Doctor art how question social gun Mr television easy then around happy. poor service
